"ՀԱՄԱՅՆՔ,ՄԱՐԶ","(17, 19]","(19, 29]","(29, 39]","(39, 49]","(49, 59]","(59, 69]","(69, 79]","(79, 120]",ՀԱՄԱՅՆՔ,ՄԱՐԶ,lat,lon
"ՍԱՐԱՏԱԿ, ՇԻՐԱԿ",11.0,223.0,222.0,159.0,207.0,115.0,37.0,51.0,Սարատակ,Շիրակ,40.6692391,43.8709284
"ՍԱՐԴԱՐԱՊԱՏ, ԱՐՄԱՎԻՐ",49.0,745.0,1079.0,760.0,770.0,725.0,183.0,174.0,Սարդարապատ,Արմավիր,40.1312258,44.0097387
"ՍԱՐԻԳՅՈՒՂ, ՏԱՎՈՒՇ",17.0,181.0,236.0,168.0,174.0,137.0,43.0,46.0,Սարիգյուղ,Տավուշ,41.0344234,45.1436453
"ՍԱՐՈՒԽԱՆ, ԳԵՂԱՐՔՈՒՆԻՔ",71.0,892.0,1291.0,1055.0,1047.0,898.0,338.0,288.0,Սարուխան,Գեղարքունիք,40.2938995,45.1360148
"ՍԱՐՉԱՊԵՏ, ԼՈՌԻ",56.0,779.0,1092.0,778.0,774.0,618.0,221.0,243.0,Սարչապետ,Լոռի,41.1960151,44.3805895
"ՍԵՄՅՈՆՈՎԿԱ, ԳԵՂԱՐՔՈՒՆԻՔ",4.0,43.0,48.0,38.0,42.0,29.0,8.0,10.0,Սեմյոնովկա,Գեղարքունիք,40.6570815,44.9024175
"ՍԵՎԱՆ, ԳԵՂԱՐՔՈՒՆԻՔ",304.0,3019.0,4418.0,4009.0,2893.0,3436.0,1177.0,593.0,Սեվան,Գեղարքունիք,40.5446718,44.8623275
"ՍԵՎՔԱՐ, ՏԱՎՈՒՇ",17.0,312.0,359.0,329.0,286.0,253.0,97.0,106.0,Սեվքար,Տավուշ,41.0159943,45.1382671
"ՍԻՍ, ԱՐԱՐԱՏ",22.0,185.0,232.0,240.0,184.0,175.0,71.0,57.0,Սիս,Արարատ,40.0577703,44.3860136
"ՍԻՍԱՎԱՆ, ԱՐԱՐԱՏ",15.0,350.0,368.0,278.0,265.0,221.0,57.0,40.0,Սիսավան,Արարատ,39.905877,44.6681369
"ՍԻՍԻԱՆ, ՍՅՈՒՆԻՔ",299.0,4036.0,5123.0,4075.0,3821.0,3516.0,1294.0,940.0,Սիսիան,Սյունիք,39.5241577,46.0271686
"ՍԻՓԱՆԻԿ, ԱՐԱՐԱՏ",7.0,77.0,124.0,50.0,88.0,63.0,6.0,14.0,Սիփանիկ,Արարատ,40.1075534,44.3540636
"ՍՈԼԱԿ, ԿՈՏԱՅՔ",32.0,355.0,419.0,305.0,394.0,265.0,70.0,87.0,Սոլակ,Կոտայք,40.4642446,44.71116
"ՍՈՐԻԿ, ԱՐԱԳԱԾՈՏՆ",2.0,19.0,17.0,12.0,19.0,12.0,1.0,4.0,Սորիկ,Արագածոտն,40.4189492,43.7252115
"ՍՈՒՍԵՐ, ԱՐԱԳԱԾՈՏՆ",2.0,50.0,41.0,44.0,50.0,35.0,17.0,5.0,Սուսեր,Արագածոտն,40.4630705,43.7291826
"ՍՈՒՐԵՆԱՎԱՆ, ԱՐԱՐԱՏ",31.0,366.0,478.0,354.0,345.0,269.0,91.0,63.0,Սուրենավան,Արարատ,39.7992062,44.7723968
"ՍՊԱՆԴԱՐՅԱՆ, ՇԻՐԱԿ",10.0,277.0,289.0,171.0,227.0,119.0,39.0,39.0,Սպանդարյան,Շիրակ,40.659724,44.0106941
"ՍՊԻՏԱԿ, ԼՈՌԻ",159.0,2452.0,3030.0,2314.0,2217.0,2040.0,680.0,384.0,Սպիտակ,Լոռի,40.8318278,44.2797884
"ՍՏԵՓԱՆԱՎԱՆ, ԼՈՌԻ",184.0,2265.0,3196.0,2645.0,2395.0,2485.0,1035.0,598.0,Ստեփանավան,Լոռի,41.0113534,44.3249792
"ՎԱԶԱՇԵՆ, ՏԱՎՈՒՇ",9.0,129.0,131.0,132.0,121.0,91.0,32.0,53.0,Վազաշեն,Տավուշ,40.9972131,45.2817314
"ՎԱՀԱԳՆԱՁՈՐ, ԼՈՌԻ",3.0,41.0,48.0,42.0,46.0,35.0,14.0,12.0,Վահագնաձոր,Լոռի,40.8836916,44.5890976
"ՎԱՀԱԳՆԻ, ԼՈՌԻ",13.0,163.0,142.0,135.0,160.0,129.0,59.0,65.0,Վահագնի,Լոռի,40.9073993,44.6074427
"ՎԱՂԱՇԵՆ, ԳԵՂԱՐՔՈՒՆԻՔ",43.0,560.0,693.0,549.0,548.0,364.0,142.0,84.0,Վաղաշեն,Գեղարքունիք,40.133754,45.3283754
"ՎԱՂԱՐՇԱՊԱՏ, ԱՐՄԱՎԻՐ",659.0,7039.0,10387.0,8581.0,7383.0,7614.0,2697.0,1670.0,Վաղարշապատ,Արմավիր,40.1632626,44.2935926
"ՎԱՅՔ, ՎԱՅՈՑ ՁՈՐ",58.0,930.0,1441.0,1085.0,908.0,1058.0,334.0,240.0,Վայք,Վայոց Ձոր,39.6941363,45.4592782
"ՎԱՆԱՁՈՐ, ԼՈՌԻ",1203.0,13635.0,20896.0,17416.0,15955.0,16468.0,6525.0,4124.0,Վանաձոր,Լոռի,40.807399,44.4970268
"ՎԱՆԱՆԴ, ԱՐՄԱՎԻՐ",9.0,157.0,238.0,114.0,164.0,129.0,21.0,4.0,Վանանդ,Արմավիր,40.1031816,43.8228724
"ՎԱՆԱՇԵՆ, ԱՐԱՐԱՏ",26.0,339.0,488.0,349.0,326.0,286.0,84.0,53.0,Վանաշեն,Արարատ,39.8957492,44.68895
"ՎԱՆԵՎԱՆ, ԳԵՂԱՐՔՈՒՆԻՔ",3.0,74.0,74.0,32.0,55.0,21.0,6.0,2.0,Վանեվան,Գեղարքունիք,40.1908459,45.6758654
"ՎԱՐԴԱՁՈՐ, ԳԵՂԱՐՔՈՒՆԻՔ",23.0,432.0,500.0,310.0,379.0,214.0,52.0,60.0,Վարդաձոր,Գեղարքունիք,40.1881385,45.1983131
"ՎԱՐԴԱՆԱՇԵՆ, ԱՐՄԱՎԻՐ",7.0,167.0,183.0,162.0,137.0,116.0,33.0,24.0,Վարդանաշեն,Արմավիր,40.0510244,44.1910202
"ՎԱՐԴԱՇԱՏ, ԱՐԱՐԱՏ",3.0,27.0,27.0,17.0,26.0,28.0,7.0,4.0,Վարդաշատ,Արարատ,39.828772,45.0258814
"ՎԱՐԴԱՇԵՆ, ԱՐԱՐԱՏ",4.0,66.0,88.0,88.0,60.0,65.0,25.0,16.0,Վարդաշեն,Արարատ,40.0306603,44.5605926
"ՎԱՐԴԱՔԱՐ, ՇԻՐԱԿ",6.0,93.0,127.0,71.0,97.0,73.0,12.0,24.0,Վարդաքար,Շիրակ,40.6620307,43.9185875
"ՎԱՐԴԵՆԻԿ, ԳԵՂԱՐՔՈՒՆԻՔ",95.0,1246.0,1469.0,1040.0,1253.0,848.0,256.0,237.0,Վարդենիկ,Գեղարքունիք,40.1384545,45.4274541
"ՎԱՐԴԵՆԻՍ, ԳԵՂԱՐՔՈՒՆԻՔ",127.0,1910.0,2576.0,1883.0,1823.0,1596.0,555.0,321.0,Վարդենիս,Գեղարքունիք,40.1851164,45.7258486
"ՎԱՐՍԵՐ, ԳԵՂԱՐՔՈՒՆԻՔ",14.0,238.0,296.0,219.0,246.0,185.0,75.0,61.0,Վարսեր,Գեղարքունիք,40.5529581,44.9105417
"ՎԵԴԻ, ԱՐԱՐԱՏ",119.0,1733.0,2522.0,1715.0,1546.0,1438.0,447.0,277.0,Վեդի,Արարատ,39.9137183,44.7199404
"ՎԵՐԻՆ ԱՐՏԱՇԱՏ, ԱՐԱՐԱՏ",39.0,571.0,715.0,449.0,544.0,519.0,139.0,134.0,Վերին Արտաշատ,Արարատ,39.9923835,44.5843547
"ՎԵՐԻՆ ԲԱԶՄԱԲԵՐԴ, ԱՐԱԳԱԾՈՏՆ",5.0,78.0,85.0,49.0,65.0,38.0,16.0,11.0,Վերին Բազմաբերդ,Արագածոտն,40.3646034,44.0201868
"ՎԵՐԻՆ ԳԵՏԱՇԵՆ, ԳԵՂԱՐՔՈՒՆԻՔ",32.0,717.0,799.0,462.0,652.0,381.0,91.0,98.0,Վերին Գետաշեն,Գեղարքունիք,40.1314496,45.2501779
"ՎԵՐԻՆ ԴՎԻՆ, ԱՐԱՐԱՏ",27.0,281.0,434.0,257.0,326.0,278.0,72.0,59.0,Վերին Դվին,Արարատ,40.0231325,44.5918627
"ՎԵՐԻՆ ՊՏՂՆԻ, ԿՈՏԱՅՔ",6.0,130.0,174.0,118.0,159.0,125.0,39.0,33.0,Վերին Պտղնի,Կոտայք,40.2439536,44.5741316
"ՎԵՐԻՆ ՍԱՍՆԱՇԵՆ, ԱՐԱԳԱԾՈՏՆ",4.0,52.0,56.0,48.0,69.0,36.0,6.0,14.0,Վերին Սասնաշեն,Արագածոտն,40.366761,43.9834611
"ՎԵՐԻՆ ՍԱՍՈՒՆԻԿ, ԱՐԱԳԱԾՈՏՆ",1.0,1.0,17.0,13.0,21.0,8.0,9.0,7.0,Վերին Սասունիկ,Արագածոտն,40.3298241,44.1518443
"ՏԱԹԵՎ, ՍՅՈՒՆԻՔ",77.0,922.0,961.0,841.0,738.0,467.0,211.0,250.0,Տաթեվ,Սյունիք,39.3833863,46.2425472
"ՏԱԼՎՈՐԻԿ, ԱՐՄԱՎԻՐ",1.0,52.0,85.0,23.0,56.0,34.0,3.0,1.0,Տալվորիկ,Արմավիր,40.100101,43.8802413
"ՏԱՆՁՈՒՏ, ԱՐՄԱՎԻՐ",21.0,312.0,349.0,262.0,279.0,234.0,69.0,46.0,Տանձուտ,Արմավիր,40.0678351,44.0788197
"ՏԱՇԻՐ, ԼՈՌԻ",159.0,1860.0,3070.0,2166.0,2032.0,1954.0,646.0,433.0,Տաշիր,Լոռի,41.1159648,44.285778
"ՏԱՐՈՆԻԿ, ԱՐՄԱՎԻՐ",23.0,286.0,425.0,296.0,281.0,278.0,59.0,55.0,Տարոնիկ,Արմավիր,40.1331901,44.197325
"ՏԱՓԵՐԱԿԱՆ, ԱՐԱՐԱՏ",30.0,509.0,723.0,495.0,566.0,511.0,133.0,116.0,Տափերական,Արարատ,39.9234072,44.5901937
"ՏԵՂ, ՍՅՈՒՆԻՔ",53.0,834.0,869.0,658.0,635.0,516.0,182.0,293.0,Տեղ,Սյունիք,39.5560889,46.4763299
"ՏԵՂԵՐ, ԱՐԱԳԱԾՈՏՆ",1.0,20.0,47.0,12.0,38.0,31.0,13.0,7.0,Տեղեր,Արագածոտն,40.3461146,44.235327
"ՏՈՐՖԱՎԱՆ, ԳԵՂԱՐՔՈՒՆԻՔ",7.0,64.0,95.0,45.0,52.0,34.0,13.0,11.0,Տորֆավան,Գեղարքունիք,40.1907419,45.6889111
"ՏՈՒՖԱՇԵՆ, ՇԻՐԱԿ",3.0,75.0,66.0,45.0,67.0,50.0,11.0,16.0,Տուֆաշեն,Շիրակ,40.6046535,43.9147297
"ՑԱՄԱՔԱՍԱՐ, ԱՐԱԳԱԾՈՏՆ",5.0,83.0,62.0,57.0,73.0,36.0,9.0,14.0,Ցամաքասար,Արագածոտն,40.4661633,43.7632268
"ՓԱՄԲԱԿ, ԼՈՌԻ",2.0,45.0,66.0,41.0,45.0,46.0,12.0,14.0,Փամբակ,Լոռի,40.8311022,44.5505154
"ՓԱՆԻԿ, ՇԻՐԱԿ",30.0,446.0,504.0,409.0,375.0,308.0,103.0,74.0,Փանիկ,Շիրակ,40.6613781,43.971352
"ՓԱՐԱՔԱՐ, ԱՐՄԱՎԻՐ",93.0,1090.0,1569.0,1285.0,1135.0,1152.0,368.0,235.0,Փարաքար,Արմավիր,40.1607673,44.4289899
"ՓԱՐՊԻ, ԱՐԱԳԱԾՈՏՆ",18.0,292.0,371.0,270.0,306.0,269.0,75.0,88.0,Փարպի,Արագածոտն,40.3222182,44.3116431
"ՓՇԱՏԱՎԱՆ, ԱՐՄԱՎԻՐ",22.0,334.0,437.0,300.0,365.0,212.0,77.0,38.0,Փշատավան,Արմավիր,40.0394786,44.0638111
"ՓՈՔՐ ՄԱՆԹԱՇ, ՇԻՐԱԿ",21.0,356.0,430.0,277.0,304.0,214.0,52.0,50.0,Փոքր Մանթաշ,Շիրակ,40.6413831,44.0456346
"ՓՈՔՐ ՎԵԴԻ, ԱՐԱՐԱՏ",28.0,537.0,541.0,440.0,446.0,340.0,106.0,86.0,Փոքր Վեդի,Արարատ,39.9005103,44.6059611
"ՔԱՂՍԻ, ԿՈՏԱՅՔ",29.0,334.0,508.0,278.0,347.0,290.0,48.0,73.0,Քաղսի,Կոտայք,40.472109,44.737371
"ՔԱՂՑՐԱՇԵՆ, ԱՐԱՐԱՏ",29.0,454.0,579.0,393.0,427.0,372.0,98.0,74.0,Քաղցրաշեն,Արարատ,39.9797637,44.6208323
"ՔԱՆԱՔԵՌ-ԶԵՅԹՈՒՆ, ԵՐԵՎԱՆ",724.0,8455.0,12523.0,10743.0,9631.0,9814.0,4573.0,2840.0,Քանաքեռ-Զեյթուն,Երեվան,40.2074347,44.5597041
"ՔԱՆԱՔԵՌԱՎԱՆ, ԿՈՏԱՅՔ",30.0,533.0,755.0,481.0,637.0,461.0,132.0,111.0,Քանաքեռավան,Կոտայք,40.2463265,44.5349166
"ՔԱՋԱՐԱՆ, ՍՅՈՒՆԻՔ",97.0,1063.0,1407.0,1133.0,1041.0,1012.0,344.0,239.0,Քաջարան,Սյունիք,39.145918,46.1304759
"ՔԱՍԱԽ, ԿՈՏԱՅՔ",43.0,680.0,1166.0,737.0,722.0,737.0,222.0,144.0,Քասախ,Կոտայք,40.2355256,44.4514419
"ՔԱՐԱԲԵՐԴ, ԼՈՌԻ",1.0,5.0,6.0,6.0,6.0,14.0,7.0,11.0,Քարաբերդ,Լոռի,40.8457614,44.5185435
"ՔԱՐԱԿԵՐՏ, ԱՐՄԱՎԻՐ",27.0,598.0,726.0,663.0,595.0,394.0,154.0,125.0,Քարակերտ,Արմավիր,40.244597,43.8190803
"ՔԱՐԱՁՈՐ, ԼՈՌԻ",4.0,82.0,66.0,50.0,65.0,27.0,15.0,13.0,Քարաձոր,Լոռի,40.846586,44.3219253
"ՔԱՐԱՇԱՄԲ, ԿՈՏԱՅՔ",3.0,109.0,122.0,82.0,128.0,67.0,24.0,21.0,Քարաշամբ,Կոտայք,40.4092919,44.5803947
"ՕԹԵՎԱՆ, ԱՐԱԳԱԾՈՏՆ",0.0,16.0,26.0,15.0,28.0,17.0,4.0,6.0,Օթեվան,Արագածոտն,40.3663514,44.060755
"ՕՀԱՆԱՎԱՆ, ԱՐԱԳԱԾՈՏՆ",24.0,409.0,447.0,344.0,352.0,258.0,91.0,75.0,Օհանավան,Արագածոտն,40.3486292,44.3871762
"ՕՁՈՒՆ, ԼՈՌԻ",77.0,1003.0,1298.0,1067.0,1142.0,942.0,359.0,358.0,Օձուն,Լոռի,41.059089,44.5936132
"ՕՇԱԿԱՆ, ԱՐԱԳԱԾՈՏՆ",41.0,757.0,977.0,694.0,786.0,668.0,213.0,203.0,Օշական,Արագածոտն,40.2654304,44.3099177
"ՕՐԳՈՎ, ԱՐԱԳԱԾՈՏՆ",4.0,54.0,85.0,59.0,73.0,60.0,8.0,17.0,Օրգով,Արագածոտն,40.3475685,44.2536332
"ՖԵՐԻԿ, ԱՐՄԱՎԻՐ",6.0,65.0,78.0,78.0,69.0,28.0,19.0,7.0,Ֆերիկ,Արմավիր,40.1872901,44.2093828
"ՖԻՈԼԵՏՈՎՈ, ԼՈՌԻ",19.0,204.0,198.0,137.0,162.0,118.0,24.0,34.0,Ֆիոլետովո,Լոռի,40.7192871,44.7147619
